Strain,Stress,Temperature,Speed,Angle,Height,Fill
2.112384000 ,25.599300000 ,190,60,30,0.15,80
2.118469000 ,25.603380000 ,190,60,30,0.15,80
2.118469000 ,25.607450000 ,190,60,30,0.15,80
2.118469000 ,25.603750000 ,190,60,30,0.15,80
2.118469000 ,25.600230000 ,190,60,30,0.15,80
2.125057000 ,25.595600000 ,190,60,30,0.15,80
2.125057000 ,25.607640000 ,190,60,30,0.15,80
2.125057000 ,25.618560000 ,190,60,30,0.15,80
2.132519000 ,25.624300000 ,190,60,30,0.15,80
2.132519000 ,25.623930000 ,190,60,30,0.15,80
2.132519000 ,25.624300000 ,190,60,30,0.15,80
2.132519000 ,25.621890000 ,190,60,30,0.15,80
2.132519000 ,25.625780000 ,190,60,30,0.15,80
2.132519000 ,25.631340000 ,190,60,30,0.15,80
2.140374000 ,25.636890000 ,190,60,30,0.15,80
2.140374000 ,25.629110000 ,190,60,30,0.15,80
2.140374000 ,25.628930000 ,190,60,30,0.15,80
2.140374000 ,25.626340000 ,190,60,30,0.15,80
2.147947000 ,25.636340000 ,190,60,30,0.15,80
2.147947000 ,25.642080000 ,190,60,30,0.15,80
2.155275000 ,25.639480000 ,190,60,30,0.15,80
2.155275000 ,25.635230000 ,190,60,30,0.15,80
2.155275000 ,25.642260000 ,190,60,30,0.15,80
2.155275000 ,25.644850000 ,190,60,30,0.15,80
2.155275000 ,25.649110000 ,190,60,30,0.15,80
2.155275000 ,25.647630000 ,190,60,30,0.15,80
2.155275000 ,25.655410000 ,190,60,30,0.15,80
2.162398000 ,25.657080000 ,190,60,30,0.15,80
2.162398000 ,25.661150000 ,190,60,30,0.15,80
2.162398000 ,25.660410000 ,190,60,30,0.15,80
2.162398000 ,25.668000000 ,190,60,30,0.15,80
2.169994000 ,25.664300000 ,190,60,30,0.15,80
2.169994000 ,25.666520000 ,190,60,30,0.15,80
2.169994000 ,25.668560000 ,190,60,30,0.15,80
2.178133000 ,25.671330000 ,190,60,30,0.15,80
2.178133000 ,25.675040000 ,190,60,30,0.15,80
2.178133000 ,25.671520000 ,190,60,30,0.15,80
2.178133000 ,25.675040000 ,190,60,30,0.15,80
2.178133000 ,25.671150000 ,190,60,30,0.15,80
2.178133000 ,25.672630000 ,190,60,30,0.15,80
2.186107000 ,25.675220000 ,190,60,30,0.15,80
2.186107000 ,25.685410000 ,190,60,30,0.15,80
2.186107000 ,25.693180000 ,190,60,30,0.15,80
2.186107000 ,25.689110000 ,190,60,30,0.15,80
2.194561000 ,25.693740000 ,190,60,30,0.15,80
2.194561000 ,25.701890000 ,190,60,30,0.15,80
2.194561000 ,25.700040000 ,190,60,30,0.15,80
2.203156000 ,25.700960000 ,190,60,30,0.15,80
2.203156000 ,25.706520000 ,190,60,30,0.15,80
2.203156000 ,25.700220000 ,190,60,30,0.15,80
2.203156000 ,25.691150000 ,190,60,30,0.15,80
2.203156000 ,25.701890000 ,190,60,30,0.15,80
2.209941000 ,25.710780000 ,190,60,30,0.15,80
2.209941000 ,25.711700000 ,190,60,30,0.15,80
2.209941000 ,25.706150000 ,190,60,30,0.15,80
2.209941000 ,25.701700000 ,190,60,30,0.15,80
2.209941000 ,25.695040000 ,190,60,30,0.15,80
2.215498000 ,25.693550000 ,190,60,30,0.15,80
2.215498000 ,25.709660000 ,190,60,30,0.15,80
2.215498000 ,25.717630000 ,190,60,30,0.15,80
2.221205000 ,25.713180000 ,190,60,30,0.15,80
2.221205000 ,25.705590000 ,190,60,30,0.15,80
2.221205000 ,25.709110000 ,190,60,30,0.15,80
2.221205000 ,25.709480000 ,190,60,30,0.15,80
2.221205000 ,25.704660000 ,190,60,30,0.15,80
2.221205000 ,25.710780000 ,190,60,30,0.15,80
2.227801000 ,25.720400000 ,190,60,30,0.15,80
2.227801000 ,25.723370000 ,190,60,30,0.15,80
2.227801000 ,25.713180000 ,190,60,30,0.15,80
2.227801000 ,25.720590000 ,190,60,30,0.15,80
2.235034000 ,25.724290000 ,190,60,30,0.15,80
2.235034000 ,25.718370000 ,190,60,30,0.15,80
2.242371000 ,25.720770000 ,190,60,30,0.15,80
2.242371000 ,25.717810000 ,190,60,30,0.15,80
2.242371000 ,25.722810000 ,190,60,30,0.15,80
2.242371000 ,25.726330000 ,190,60,30,0.15,80
2.242371000 ,25.725770000 ,190,60,30,0.15,80
2.242371000 ,25.727070000 ,190,60,30,0.15,80
2.242371000 ,25.732070000 ,190,60,30,0.15,80
2.249793000 ,25.731880000 ,190,60,30,0.15,80
2.249793000 ,25.726330000 ,190,60,30,0.15,80
2.249793000 ,25.724850000 ,190,60,30,0.15,80
2.249793000 ,25.729110000 ,190,60,30,0.15,80
2.257727000 ,25.726700000 ,190,60,30,0.15,80
2.257727000 ,25.729660000 ,190,60,30,0.15,80
2.257727000 ,25.727250000 ,190,60,30,0.15,80
2.257727000 ,25.727990000 ,190,60,30,0.15,80
2.257727000 ,25.736510000 ,190,60,30,0.15,80
2.264552000 ,25.729110000 ,190,60,30,0.15,80
2.264552000 ,25.731700000 ,190,60,30,0.15,80
2.264552000 ,25.740590000 ,190,60,30,0.15,80
2.264552000 ,25.736140000 ,190,60,30,0.15,80
2.262434000 ,25.734850000 ,190,60,30,0.15,80
2.262434000 ,25.733370000 ,190,60,30,0.15,80
2.262434000 ,25.741700000 ,190,60,30,0.15,80
2.262434000 ,25.739850000 ,190,60,30,0.15,80
2.254012000 ,25.737440000 ,190,60,30,0.15,80
2.254012000 ,25.732250000 ,190,60,30,0.15,80
2.254012000 ,25.733180000 ,190,60,30,0.15,80
2.251729000 ,25.741700000 ,190,60,30,0.15,80
2.251729000 ,25.740960000 ,190,60,30,0.15,80
2.251729000 ,25.734660000 ,190,60,30,0.15,80
2.251729000 ,25.740590000 ,190,60,30,0.15,80
2.251729000 ,25.745030000 ,190,60,30,0.15,80
2.251729000 ,25.742810000 ,190,60,30,0.15,80
2.255650000 ,25.736140000 ,190,60,30,0.15,80
2.255650000 ,25.735030000 ,190,60,30,0.15,80
2.255650000 ,25.741330000 ,190,60,30,0.15,80
2.255650000 ,25.738550000 ,190,60,30,0.15,80
2.262277000 ,25.740400000 ,190,60,30,0.15,80
2.262277000 ,25.734480000 ,190,60,30,0.15,80
2.269928000 ,25.733920000 ,190,60,30,0.15,80
2.269928000 ,25.742810000 ,190,60,30,0.15,80
2.269928000 ,25.743360000 ,190,60,30,0.15,80
2.269928000 ,25.736700000 ,190,60,30,0.15,80
2.269928000 ,25.736880000 ,190,60,30,0.15,80
2.269928000 ,25.739850000 ,190,60,30,0.15,80
2.269928000 ,25.736510000 ,190,60,30,0.15,80
2.277524000 ,25.739850000 ,190,60,30,0.15,80
2.277524000 ,25.744840000 ,190,60,30,0.15,80
2.277524000 ,25.745960000 ,190,60,30,0.15,80
2.277524000 ,25.741510000 ,190,60,30,0.15,80
2.285395000 ,25.733920000 ,190,60,30,0.15,80
2.285395000 ,25.741700000 ,190,60,30,0.15,80
2.293573000 ,25.741140000 ,190,60,30,0.15,80
2.293573000 ,25.741880000 ,190,60,30,0.15,80
2.293573000 ,25.743920000 ,190,60,30,0.15,80
2.293573000 ,25.750220000 ,190,60,30,0.15,80
2.293573000 ,25.744480000 ,190,60,30,0.15,80
2.293573000 ,25.741880000 ,190,60,30,0.15,80
2.293573000 ,25.739660000 ,190,60,30,0.15,80
2.302027000 ,25.738180000 ,190,60,30,0.15,80
2.302027000 ,25.747810000 ,190,60,30,0.15,80
2.302027000 ,25.750400000 ,190,60,30,0.15,80
2.302027000 ,25.737440000 ,190,60,30,0.15,80
2.311709000 ,25.734290000 ,190,60,30,0.15,80
2.311709000 ,25.735220000 ,190,60,30,0.15,80
2.321060000 ,25.731880000 ,190,60,30,0.15,80
2.321060000 ,25.734480000 ,190,60,30,0.15,80
2.321060000 ,25.727990000 ,190,60,30,0.15,80
2.321060000 ,25.731700000 ,190,60,30,0.15,80
2.321060000 ,25.742250000 ,190,60,30,0.15,80
2.321060000 ,25.735960000 ,190,60,30,0.15,80
2.329238000 ,25.735590000 ,190,60,30,0.15,80
2.329238000 ,25.732620000 ,190,60,30,0.15,80
2.329238000 ,25.740400000 ,190,60,30,0.15,80
2.329238000 ,25.743730000 ,190,60,30,0.15,80
2.329238000 ,25.744480000 ,190,60,30,0.15,80
2.337794000 ,25.726880000 ,190,60,30,0.15,80
2.337794000 ,25.733180000 ,190,60,30,0.15,80
2.346956000 ,25.744290000 ,190,60,30,0.15,80
2.346956000 ,25.736700000 ,190,60,30,0.15,80
2.346956000 ,25.731880000 ,190,60,30,0.15,80
2.346956000 ,25.722440000 ,190,60,30,0.15,80
2.346956000 ,25.729110000 ,190,60,30,0.15,80
2.346956000 ,25.734660000 ,190,60,30,0.15,80
2.355544000 ,25.730030000 ,190,60,30,0.15,80
2.355544000 ,25.721330000 ,190,60,30,0.15,80
2.355544000 ,25.719660000 ,190,60,30,0.15,80
2.355544000 ,25.722630000 ,190,60,30,0.15,80
2.355544000 ,25.721330000 ,190,60,30,0.15,80
2.364092000 ,25.722440000 ,190,60,30,0.15,80
2.364092000 ,25.725590000 ,190,60,30,0.15,80
2.372758000 ,25.720590000 ,190,60,30,0.15,80
2.372758000 ,25.719480000 ,190,60,30,0.15,80
2.372758000 ,25.718000000 ,190,60,30,0.15,80
2.372758000 ,25.715220000 ,190,60,30,0.15,80
2.372758000 ,25.723370000 ,190,60,30,0.15,80
2.372758000 ,25.725590000 ,190,60,30,0.15,80
2.380520000 ,25.725770000 ,190,60,30,0.15,80
2.380520000 ,25.724110000 ,190,60,30,0.15,80
2.380520000 ,25.723920000 ,190,60,30,0.15,80
2.380520000 ,25.724480000 ,190,60,30,0.15,80
2.380520000 ,25.716140000 ,190,60,30,0.15,80
2.388706000 ,25.717810000 ,190,60,30,0.15,80
2.388706000 ,25.724110000 ,190,60,30,0.15,80
2.398041000 ,25.718180000 ,190,60,30,0.15,80
2.398041000 ,25.716510000 ,190,60,30,0.15,80
2.398041000 ,25.716330000 ,190,60,30,0.15,80
2.398041000 ,25.719480000 ,190,60,30,0.15,80
2.398041000 ,25.717810000 ,190,60,30,0.15,80
2.398041000 ,25.714290000 ,190,60,30,0.15,80
2.406841000 ,25.712440000 ,190,60,30,0.15,80
2.406841000 ,25.704850000 ,190,60,30,0.15,80
2.406841000 ,25.703740000 ,190,60,30,0.15,80
2.406841000 ,25.704660000 ,190,60,30,0.15,80
2.406841000 ,25.713740000 ,190,60,30,0.15,80
2.415531000 ,25.713370000 ,190,60,30,0.15,80
2.415531000 ,25.712440000 ,190,60,30,0.15,80
2.424583000 ,25.706700000 ,190,60,30,0.15,80
2.424583000 ,25.702810000 ,190,60,30,0.15,80
2.424583000 ,25.708000000 ,190,60,30,0.15,80
2.424583000 ,25.703180000 ,190,60,30,0.15,80
2.424583000 ,25.701330000 ,190,60,30,0.15,80
2.432611000 ,25.702630000 ,190,60,30,0.15,80
2.432611000 ,25.702260000 ,190,60,30,0.15,80
2.432611000 ,25.699670000 ,190,60,30,0.15,80
2.432611000 ,25.703550000 ,190,60,30,0.15,80
2.432611000 ,25.704480000 ,190,60,30,0.15,80
2.432611000 ,25.702070000 ,190,60,30,0.15,80
2.441341000 ,25.705590000 ,190,60,30,0.15,80
2.441341000 ,25.695410000 ,190,60,30,0.15,80
2.451141000 ,25.688550000 ,190,60,30,0.15,80
2.451141000 ,25.690030000 ,190,60,30,0.15,80
2.451141000 ,25.693000000 ,190,60,30,0.15,80
2.451141000 ,25.695040000 ,190,60,30,0.15,80
2.451141000 ,25.689850000 ,190,60,30,0.15,80
2.451141000 ,25.684670000 ,190,60,30,0.15,80
2.460192000 ,25.686330000 ,190,60,30,0.15,80
2.460192000 ,25.691150000 ,190,60,30,0.15,80
2.460192000 ,25.690590000 ,190,60,30,0.15,80
2.460192000 ,25.689290000 ,190,60,30,0.15,80
2.460192000 ,25.676150000 ,190,60,30,0.15,80
2.469237000 ,25.679110000 ,190,60,30,0.15,80
2.469237000 ,25.680410000 ,190,60,30,0.15,80
2.477982000 ,25.678930000 ,190,60,30,0.15,80
2.477982000 ,25.677260000 ,190,60,30,0.15,80
2.477982000 ,25.686890000 ,190,60,30,0.15,80
2.477982000 ,25.676150000 ,190,60,30,0.15,80
2.477982000 ,25.668180000 ,190,60,30,0.15,80
2.477982000 ,25.678000000 ,190,60,30,0.15,80
2.485877000 ,25.683000000 ,190,60,30,0.15,80
2.485877000 ,25.680780000 ,190,60,30,0.15,80
2.485877000 ,25.680410000 ,190,60,30,0.15,80
2.485877000 ,25.680410000 ,190,60,30,0.15,80
2.485877000 ,25.677810000 ,190,60,30,0.15,80
2.495259000 ,25.675040000 ,190,60,30,0.15,80
2.495259000 ,25.665960000 ,190,60,30,0.15,80
2.505484000 ,25.665220000 ,190,60,30,0.15,80
2.505484000 ,25.663930000 ,190,60,30,0.15,80
2.505484000 ,25.673740000 ,190,60,30,0.15,80
2.505484000 ,25.665960000 ,190,60,30,0.15,80
2.505484000 ,25.665410000 ,190,60,30,0.15,80
2.505484000 ,25.671890000 ,190,60,30,0.15,80
2.514536000 ,25.668930000 ,190,60,30,0.15,80
2.514536000 ,25.665220000 ,190,60,30,0.15,80
2.514536000 ,25.657630000 ,190,60,30,0.15,80
2.514536000 ,25.654480000 ,190,60,30,0.15,80
2.523242000 ,25.655410000 ,190,60,30,0.15,80
2.523242000 ,25.650960000 ,190,60,30,0.15,80
2.523242000 ,25.647630000 ,190,60,30,0.15,80
2.531766000 ,25.650780000 ,190,60,30,0.15,80
2.531766000 ,25.657820000 ,190,60,30,0.15,80
2.531766000 ,25.662260000 ,190,60,30,0.15,80
2.531766000 ,25.648000000 ,190,60,30,0.15,80
2.531766000 ,25.651520000 ,190,60,30,0.15,80
2.531766000 ,25.656520000 ,190,60,30,0.15,80
2.539866000 ,25.654850000 ,190,60,30,0.15,80
2.539866000 ,25.651150000 ,190,60,30,0.15,80
2.539866000 ,25.648370000 ,190,60,30,0.15,80
2.539866000 ,25.647080000 ,190,60,30,0.15,80
2.539866000 ,25.648930000 ,190,60,30,0.15,80
2.549445000 ,25.643930000 ,190,60,30,0.15,80
2.549445000 ,25.645040000 ,190,60,30,0.15,80
2.560071000 ,25.640040000 ,190,60,30,0.15,80
2.560071000 ,25.638740000 ,190,60,30,0.15,80
2.560071000 ,25.636150000 ,190,60,30,0.15,80
2.560071000 ,25.633370000 ,190,60,30,0.15,80
2.560071000 ,25.629860000 ,190,60,30,0.15,80
2.560071000 ,25.626520000 ,190,60,30,0.15,80
2.569737000 ,25.628000000 ,190,60,30,0.15,80
2.569737000 ,25.630970000 ,190,60,30,0.15,80
2.569737000 ,25.625970000 ,190,60,30,0.15,80
2.569737000 ,25.633560000 ,190,60,30,0.15,80
2.578970000 ,25.633190000 ,190,60,30,0.15,80
2.578970000 ,25.632260000 ,190,60,30,0.15,80
2.578970000 ,25.631520000 ,190,60,30,0.15,80
2.587558000 ,25.631520000 ,190,60,30,0.15,80
2.587558000 ,25.626340000 ,190,60,30,0.15,80
2.587558000 ,25.629110000 ,190,60,30,0.15,80
2.587558000 ,25.624490000 ,190,60,30,0.15,80
2.587558000 ,25.622260000 ,190,60,30,0.15,80
2.587558000 ,25.627820000 ,190,60,30,0.15,80
2.595421000 ,25.625970000 ,190,60,30,0.15,80
2.595421000 ,25.627080000 ,190,60,30,0.15,80
2.595421000 ,25.616710000 ,190,60,30,0.15,80
2.595421000 ,25.616150000 ,190,60,30,0.15,80
2.604505000 ,25.611520000 ,190,60,30,0.15,80
2.604505000 ,25.613010000 ,190,60,30,0.15,80
2.604505000 ,25.607260000 ,190,60,30,0.15,80
2.614139000 ,25.620230000 ,190,60,30,0.15,80
2.614139000 ,25.615600000 ,190,60,30,0.15,80
2.614139000 ,25.618370000 ,190,60,30,0.15,80
2.614139000 ,25.620040000 ,190,60,30,0.15,80
2.614139000 ,25.613190000 ,190,60,30,0.15,80
2.614139000 ,25.607080000 ,190,60,30,0.15,80
2.622947000 ,25.604120000 ,190,60,30,0.15,80
2.622947000 ,25.607080000 ,190,60,30,0.15,80
2.622947000 ,25.605970000 ,190,60,30,0.15,80
2.622947000 ,25.597820000 ,190,60,30,0.15,80
2.632188000 ,25.603010000 ,190,60,30,0.15,80
2.632188000 ,25.600040000 ,190,60,30,0.15,80
2.632188000 ,25.596900000 ,190,60,30,0.15,80
2.641712000 ,25.601340000 ,190,60,30,0.15,80
2.641712000 ,25.602080000 ,190,60,30,0.15,80
2.641712000 ,25.595970000 ,190,60,30,0.15,80
2.641712000 ,25.599490000 ,190,60,30,0.15,80
2.641712000 ,25.603750000 ,190,60,30,0.15,80
2.650914000 ,25.597820000 ,190,60,30,0.15,80
2.650914000 ,25.601710000 ,190,60,30,0.15,80
2.650914000 ,25.602080000 ,190,60,30,0.15,80
2.650914000 ,25.595970000 ,190,60,30,0.15,80
2.650914000 ,25.588930000 ,190,60,30,0.15,80
2.660981000 ,25.588190000 ,190,60,30,0.15,80
2.660981000 ,25.597080000 ,190,60,30,0.15,80
2.660981000 ,25.602080000 ,190,60,30,0.15,80
2.671001000 ,25.600040000 ,190,60,30,0.15,80
2.671001000 ,25.597270000 ,190,60,30,0.15,80
2.671001000 ,25.593190000 ,190,60,30,0.15,80
2.671001000 ,25.587270000 ,190,60,30,0.15,80
2.671001000 ,25.579490000 ,190,60,30,0.15,80
2.671001000 ,25.585970000 ,190,60,30,0.15,80
2.680061000 ,25.585970000 ,190,60,30,0.15,80
2.680061000 ,25.580970000 ,190,60,30,0.15,80
2.680061000 ,25.575600000 ,190,60,30,0.15,80
2.680061000 ,25.579300000 ,190,60,30,0.15,80
2.680061000 ,25.582080000 ,190,60,30,0.15,80
2.690223000 ,25.582450000 ,190,60,30,0.15,80
2.701447000 ,25.588010000 ,190,60,30,0.15,80
2.701447000 ,25.579860000 ,190,60,30,0.15,80
2.701447000 ,25.570970000 ,190,60,30,0.15,80
2.701447000 ,25.574300000 ,190,60,30,0.15,80
2.701447000 ,25.583380000 ,190,60,30,0.15,80
2.701447000 ,25.575420000 ,190,60,30,0.15,80
2.701447000 ,25.580230000 ,190,60,30,0.15,80
2.711680000 ,25.573190000 ,190,60,30,0.15,80
2.711680000 ,25.564310000 ,190,60,30,0.15,80
2.711680000 ,25.571710000 ,190,60,30,0.15,80
2.711680000 ,25.570230000 ,190,60,30,0.15,80
2.721401000 ,25.574670000 ,190,60,30,0.15,80
2.721401000 ,25.577080000 ,190,60,30,0.15,80
2.721401000 ,25.567820000 ,190,60,30,0.15,80
2.730941000 ,25.562820000 ,190,60,30,0.15,80
2.730941000 ,25.560600000 ,190,60,30,0.15,80
2.730941000 ,25.560050000 ,190,60,30,0.15,80
2.730941000 ,25.557830000 ,190,60,30,0.15,80
2.730941000 ,25.558380000 ,190,60,30,0.15,80
2.730941000 ,25.556530000 ,190,60,30,0.15,80
2.739340000 ,25.551340000 ,190,60,30,0.15,80
2.739340000 ,25.551340000 ,190,60,30,0.15,80
2.739340000 ,25.546900000 ,190,60,30,0.15,80
2.739340000 ,25.557460000 ,190,60,30,0.15,80
2.747919000 ,25.564490000 ,190,60,30,0.15,80
2.747919000 ,25.554490000 ,190,60,30,0.15,80
2.747919000 ,25.549310000 ,190,60,30,0.15,80
2.757373000 ,25.552830000 ,190,60,30,0.15,80
2.757373000 ,25.554490000 ,190,60,30,0.15,80
2.757373000 ,25.559680000 ,190,60,30,0.15,80
2.757373000 ,25.553570000 ,190,60,30,0.15,80
2.757373000 ,25.547820000 ,190,60,30,0.15,80
2.757373000 ,25.546900000 ,190,60,30,0.15,80
2.765913000 ,25.540420000 ,190,60,30,0.15,80
2.765913000 ,25.534120000 ,190,60,30,0.15,80
2.765913000 ,25.535790000 ,190,60,30,0.15,80
2.765913000 ,25.535050000 ,190,60,30,0.15,80
2.775186000 ,25.534490000 ,190,60,30,0.15,80
2.775186000 ,25.535230000 ,190,60,30,0.15,80
2.775186000 ,25.533380000 ,190,60,30,0.15,80
2.785757000 ,25.527830000 ,190,60,30,0.15,80
2.785757000 ,25.528200000 ,190,60,30,0.15,80
2.785757000 ,25.528200000 ,190,60,30,0.15,80
2.785757000 ,25.530230000 ,190,60,30,0.15,80
2.785757000 ,25.526350000 ,190,60,30,0.15,80
2.785757000 ,25.527460000 ,190,60,30,0.15,80
2.795879000 ,25.528750000 ,190,60,30,0.15,80
2.795879000 ,25.519310000 ,190,60,30,0.15,80
2.795879000 ,25.521530000 ,190,60,30,0.15,80
2.795879000 ,25.527270000 ,190,60,30,0.15,80
2.806033000 ,25.532830000 ,190,60,30,0.15,80
2.806033000 ,25.524310000 ,190,60,30,0.15,80
2.806033000 ,25.518940000 ,190,60,30,0.15,80
2.816140000 ,25.512090000 ,190,60,30,0.15,80
2.816140000 ,25.520610000 ,190,60,30,0.15,80
2.816140000 ,25.514310000 ,190,60,30,0.15,80
2.816140000 ,25.508010000 ,190,60,30,0.15,80
2.816140000 ,25.512270000 ,190,60,30,0.15,80
2.816140000 ,25.508750000 ,190,60,30,0.15,80
2.825656000 ,25.511530000 ,190,60,30,0.15,80
2.825656000 ,25.512090000 ,190,60,30,0.15,80
2.825656000 ,25.504500000 ,190,60,30,0.15,80
2.835330000 ,25.503940000 ,190,60,30,0.15,80
2.835330000 ,25.494310000 ,190,60,30,0.15,80
2.835330000 ,25.494500000 ,190,60,30,0.15,80
2.835330000 ,25.508940000 ,190,60,30,0.15,80
2.845075000 ,25.503390000 ,190,60,30,0.15,80
2.845075000 ,25.499500000 ,190,60,30,0.15,80
2.845075000 ,25.497460000 ,190,60,30,0.15,80
2.845075000 ,25.498570000 ,190,60,30,0.15,80
2.845075000 ,25.489310000 ,190,60,30,0.15,80
2.845075000 ,25.500980000 ,190,60,30,0.15,80
2.854253000 ,25.495240000 ,190,60,30,0.15,80
2.854253000 ,25.493570000 ,190,60,30,0.15,80
2.854253000 ,25.497830000 ,190,60,30,0.15,80
2.854253000 ,25.491910000 ,190,60,30,0.15,80
2.863722000 ,25.489130000 ,190,60,30,0.15,80
2.863722000 ,25.483940000 ,190,60,30,0.15,80
2.863722000 ,25.484310000 ,190,60,30,0.15,80
2.873285000 ,25.483760000 ,190,60,30,0.15,80
2.873285000 ,25.478200000 ,190,60,30,0.15,80
2.873285000 ,25.471720000 ,190,60,30,0.15,80
2.873285000 ,25.477090000 ,190,60,30,0.15,80
2.873285000 ,25.469870000 ,190,60,30,0.15,80
2.873285000 ,25.467830000 ,190,60,30,0.15,80
2.882479000 ,25.467280000 ,190,60,30,0.15,80
2.882479000 ,25.470420000 ,190,60,30,0.15,80
2.882479000 ,25.464130000 ,190,60,30,0.15,80
2.882479000 ,25.455800000 ,190,60,30,0.15,80
2.892444000 ,25.462650000 ,190,60,30,0.15,80
2.892444000 ,25.467650000 ,190,60,30,0.15,80
2.892444000 ,25.458020000 ,190,60,30,0.15,80
2.902622000 ,25.453020000 ,190,60,30,0.15,80
2.902622000 ,25.454870000 ,190,60,30,0.15,80
2.902622000 ,25.459690000 ,190,60,30,0.15,80
2.902622000 ,25.455610000 ,190,60,30,0.15,80
2.902622000 ,25.456170000 ,190,60,30,0.15,80
2.902622000 ,25.451170000 ,190,60,30,0.15,80
2.911382000 ,25.455060000 ,190,60,30,0.15,80
2.911382000 ,25.453020000 ,190,60,30,0.15,80
2.911382000 ,25.458200000 ,190,60,30,0.15,80
2.911382000 ,25.454130000 ,190,60,30,0.15,80
2.920796000 ,25.451170000 ,190,60,30,0.15,80
2.920796000 ,25.443200000 ,190,60,30,0.15,80
2.920796000 ,25.449310000 ,190,60,30,0.15,80
2.931100000 ,25.453210000 ,190,60,30,0.15,80
2.931100000 ,25.457460000 ,190,60,30,0.15,80
2.931100000 ,25.455800000 ,190,60,30,0.15,80
2.931100000 ,25.442460000 ,190,60,30,0.15,80
2.931100000 ,25.435610000 ,190,60,30,0.15,80
2.931100000 ,25.442460000 ,190,60,30,0.15,80
2.940758000 ,25.444130000 ,190,60,30,0.15,80
2.940758000 ,25.436350000 ,190,60,30,0.15,80
2.940758000 ,25.439500000 ,190,60,30,0.15,80
2.940758000 ,25.441350000 ,190,60,30,0.15,80
2.950668000 ,25.433940000 ,190,60,30,0.15,80
2.950668000 ,25.419130000 ,190,60,30,0.15,80
2.960397000 ,25.424130000 ,190,60,30,0.15,80
2.960397000 ,25.426730000 ,190,60,30,0.15,80
2.960397000 ,25.425980000 ,190,60,30,0.15,80
2.960397000 ,25.429320000 ,190,60,30,0.15,80
2.960397000 ,25.426360000 ,190,60,30,0.15,80
2.960397000 ,25.417280000 ,190,60,30,0.15,80
2.960397000 ,25.416360000 ,190,60,30,0.15,80
2.969496000 ,25.417100000 ,190,60,30,0.15,80
2.969496000 ,25.419500000 ,190,60,30,0.15,80
2.969496000 ,25.418580000 ,190,60,30,0.15,80
2.969496000 ,25.413210000 ,190,60,30,0.15,80
2.978926000 ,25.416540000 ,190,60,30,0.15,80
2.978926000 ,25.410240000 ,190,60,30,0.15,80
2.978926000 ,25.400990000 ,190,60,30,0.15,80
2.989048000 ,25.407650000 ,190,60,30,0.15,80
2.989048000 ,25.412650000 ,190,60,30,0.15,80
2.989048000 ,25.410240000 ,190,60,30,0.15,80
2.989048000 ,25.401730000 ,190,60,30,0.15,80
2.989048000 ,25.395060000 ,190,60,30,0.15,80
2.989048000 ,25.396170000 ,190,60,30,0.15,80
2.998344000 ,25.402650000 ,190,60,30,0.15,80
2.998344000 ,25.398950000 ,190,60,30,0.15,80
2.998344000 ,25.402840000 ,190,60,30,0.15,80
2.998344000 ,25.405240000 ,190,60,30,0.15,80
3.007255000 ,25.403020000 ,190,60,30,0.15,80
3.007255000 ,25.400990000 ,190,60,30,0.15,80
3.016440000 ,25.386730000 ,190,60,30,0.15,80
3.016440000 ,25.384880000 ,190,60,30,0.15,80
3.016440000 ,25.389320000 ,190,60,30,0.15,80
3.016440000 ,25.387470000 ,190,60,30,0.15,80
3.016440000 ,25.375250000 ,190,60,30,0.15,80
3.016440000 ,25.376170000 ,190,60,30,0.15,80
3.016440000 ,25.374510000 ,190,60,30,0.15,80
3.025075000 ,25.376540000 ,190,60,30,0.15,80
3.025075000 ,25.382840000 ,190,60,30,0.15,80
3.025075000 ,25.381910000 ,190,60,30,0.15,80
3.025075000 ,25.374320000 ,190,60,30,0.15,80
3.034450000 ,25.378030000 ,190,60,30,0.15,80
3.034450000 ,25.371540000 ,190,60,30,0.15,80
3.044596000 ,25.367660000 ,190,60,30,0.15,80
3.044596000 ,25.369690000 ,190,60,30,0.15,80
3.044596000 ,25.365250000 ,190,60,30,0.15,80
3.044596000 ,25.367100000 ,190,60,30,0.15,80
3.044596000 ,25.370250000 ,190,60,30,0.15,80
3.044596000 ,25.370990000 ,190,60,30,0.15,80
3.044596000 ,25.365430000 ,190,60,30,0.15,80
3.054679000 ,25.357290000 ,190,60,30,0.15,80
3.054679000 ,25.356550000 ,190,60,30,0.15,80
3.054679000 ,25.358210000 ,190,60,30,0.15,80
3.054679000 ,25.352290000 ,190,60,30,0.15,80
3.065061000 ,25.356360000 ,190,60,30,0.15,80
3.065061000 ,25.359320000 ,190,60,30,0.15,80
3.074939000 ,25.355250000 ,190,60,30,0.15,80
3.074939000 ,25.343400000 ,190,60,30,0.15,80
3.074939000 ,25.345250000 ,190,60,30,0.15,80
3.074939000 ,25.352100000 ,190,60,30,0.15,80
3.074939000 ,25.346730000 ,190,60,30,0.15,80
3.074939000 ,25.343950000 ,190,60,30,0.15,80
3.083968000 ,25.348770000 ,190,60,30,0.15,80
3.083968000 ,25.331550000 ,190,60,30,0.15,80
3.083968000 ,25.341180000 ,190,60,30,0.15,80
3.083968000 ,25.341920000 ,190,60,30,0.15,80
3.083968000 ,25.333210000 ,190,60,30,0.15,80
3.093768000 ,25.338950000 ,190,60,30,0.15,80
