Strain,Stress,Temperature,Speed,Angle,Height,Fill
0.038560180 ,1.696414000 ,190,40,0,0.1,70
0.038560180 ,1.704844000 ,190,40,0,0.1,70
0.036524300 ,1.713082000 ,190,40,0,0.1,70
0.036524300 ,1.723810000 ,190,40,0,0.1,70
0.036524300 ,1.713082000 ,190,40,0,0.1,70
0.036524300 ,1.726684000 ,190,40,0,0.1,70
0.034989790 ,1.735305000 ,190,40,0,0.1,70
0.034989790 ,1.744117000 ,190,40,0,0.1,70
0.034989790 ,1.757528000 ,190,40,0,0.1,70
0.033227390 ,1.773812000 ,190,40,0,0.1,70
0.033227390 ,1.777452000 ,190,40,0,0.1,70
0.033227390 ,1.778984000 ,190,40,0,0.1,70
0.033227390 ,1.788371000 ,190,40,0,0.1,70
0.033227390 ,1.804656000 ,190,40,0,0.1,70
0.033227390 ,1.814426000 ,190,40,0,0.1,70
0.031373820 ,1.822089000 ,190,40,0,0.1,70
0.031373820 ,1.826687000 ,190,40,0,0.1,70
0.031373820 ,1.838373000 ,190,40,0,0.1,70
0.031373820 ,1.842971000 ,190,40,0,0.1,70
0.029451890 ,1.856381000 ,190,40,0,0.1,70
0.029451890 ,1.860596000 ,190,40,0,0.1,70
0.029451890 ,1.867684000 ,190,40,0,0.1,70
0.028342790 ,1.878604000 ,190,40,0,0.1,70
0.028342790 ,1.876114000 ,190,40,0,0.1,70
0.028342790 ,1.886651000 ,190,40,0,0.1,70
0.028342790 ,1.898528000 ,190,40,0,0.1,70
0.028342790 ,1.906766000 ,190,40,0,0.1,70
0.028342790 ,1.916345000 ,190,40,0,0.1,70
0.027416010 ,1.919410000 ,190,40,0,0.1,70
0.027416010 ,1.924774000 ,190,40,0,0.1,70
0.027416010 ,1.932629000 ,190,40,0,0.1,70
0.027416010 ,1.940292000 ,190,40,0,0.1,70
0.025957470 ,1.937610000 ,190,40,0,0.1,70
0.025957470 ,1.934928000 ,190,40,0,0.1,70
0.025957470 ,1.951595000 ,190,40,0,0.1,70
0.025380130 ,1.960982000 ,190,40,0,0.1,70
0.025380130 ,1.965197000 ,190,40,0,0.1,70
0.025380130 ,1.972477000 ,190,40,0,0.1,70
0.025380130 ,1.987803000 ,190,40,0,0.1,70
0.025380130 ,1.988953000 ,190,40,0,0.1,70
0.025380130 ,1.990677000 ,190,40,0,0.1,70
0.025509280 ,2.005620000 ,190,40,0,0.1,70
0.025509280 ,2.018839000 ,190,40,0,0.1,70
0.025509280 ,2.018264000 ,190,40,0,0.1,70
0.025509280 ,2.028034000 ,190,40,0,0.1,70
0.024658460 ,2.037996000 ,190,40,0,0.1,70
0.024658460 ,2.040487000 ,190,40,0,0.1,70
0.022402280 ,2.046043000 ,190,40,0,0.1,70
0.022402280 ,2.049874000 ,190,40,0,0.1,70
0.022402280 ,2.063093000 ,190,40,0,0.1,70
0.022402280 ,2.064051000 ,190,40,0,0.1,70
0.022402280 ,2.072480000 ,190,40,0,0.1,70
0.022402280 ,2.076503000 ,190,40,0,0.1,70
0.022402280 ,2.080143000 ,190,40,0,0.1,70
0.020457560 ,2.088190000 ,190,40,0,0.1,70
0.020457560 ,2.095853000 ,190,40,0,0.1,70
0.020457560 ,2.101600000 ,190,40,0,0.1,70
0.020457560 ,2.112328000 ,190,40,0,0.1,70
0.020108110 ,2.123057000 ,190,40,0,0.1,70
0.020108110 ,2.129187000 ,190,40,0,0.1,70
0.020108110 ,2.127655000 ,190,40,0,0.1,70
0.020442360 ,2.144705000 ,190,40,0,0.1,70
0.020442360 ,2.157157000 ,190,40,0,0.1,70
0.020442360 ,2.158307000 ,190,40,0,0.1,70
0.020442360 ,2.156583000 ,190,40,0,0.1,70
0.020442360 ,2.177273000 ,190,40,0,0.1,70
0.020442360 ,2.187810000 ,190,40,0,0.1,70
0.019872620 ,2.200262000 ,190,40,0,0.1,70
0.019872620 ,2.212331000 ,190,40,0,0.1,70
0.019872620 ,2.223060000 ,190,40,0,0.1,70
0.019872620 ,2.229382000 ,190,40,0,0.1,70
0.018474850 ,2.236087000 ,190,40,0,0.1,70
0.018474850 ,2.251605000 ,190,40,0,0.1,70
0.018474850 ,2.269613000 ,190,40,0,0.1,70
0.017312580 ,2.272678000 ,190,40,0,0.1,70
0.017312580 ,2.279383000 ,190,40,0,0.1,70
0.017312580 ,2.282066000 ,190,40,0,0.1,70
0.017312580 ,2.292794000 ,190,40,0,0.1,70
0.017312580 ,2.320381000 ,190,40,0,0.1,70
0.017312580 ,2.332834000 ,190,40,0,0.1,70
0.016909960 ,2.342795000 ,190,40,0,0.1,70
0.016909960 ,2.357164000 ,190,40,0,0.1,70
0.016909960 ,2.373448000 ,190,40,0,0.1,70
0.016909960 ,2.383027000 ,190,40,0,0.1,70
0.016400990 ,2.397587000 ,190,40,0,0.1,70
0.016400990 ,2.415020000 ,190,40,0,0.1,70
0.015755280 ,2.429580000 ,190,40,0,0.1,70
0.015755280 ,2.437051000 ,190,40,0,0.1,70
0.015755280 ,2.445097000 ,190,40,0,0.1,70
0.015755280 ,2.464255000 ,190,40,0,0.1,70
0.015755280 ,2.487628000 ,190,40,0,0.1,70
0.015755280 ,2.492225000 ,190,40,0,0.1,70
0.015755280 ,2.502762000 ,190,40,0,0.1,70
0.015170350 ,2.515981000 ,190,40,0,0.1,70
0.015170350 ,2.527667000 ,190,40,0,0.1,70
0.015170350 ,2.550082000 ,190,40,0,0.1,70
0.015170350 ,2.564067000 ,190,40,0,0.1,70
0.014972830 ,2.568282000 ,190,40,0,0.1,70
0.014972830 ,2.585907000 ,190,40,0,0.1,70
0.016203480 ,2.599509000 ,190,40,0,0.1,70
0.016203480 ,2.610045000 ,190,40,0,0.1,70
0.016203480 ,2.625371000 ,190,40,0,0.1,70
0.016203480 ,2.642039000 ,190,40,0,0.1,70
0.016203480 ,2.649319000 ,190,40,0,0.1,70
0.016203480 ,2.668093000 ,190,40,0,0.1,70
0.016203480 ,2.678822000 ,190,40,0,0.1,70
0.017943090 ,2.689550000 ,190,40,0,0.1,70
0.017943090 ,2.703727000 ,190,40,0,0.1,70
0.017943090 ,2.722501000 ,190,40,0,0.1,70
0.017943090 ,2.730739000 ,190,40,0,0.1,70
0.018953440 ,2.741276000 ,190,40,0,0.1,70
0.018953440 ,2.761199000 ,190,40,0,0.1,70
0.018953440 ,2.781890000 ,190,40,0,0.1,70
0.019067380 ,2.797216000 ,190,40,0,0.1,70
0.019067380 ,2.806795000 ,190,40,0,0.1,70
0.019067380 ,2.818098000 ,190,40,0,0.1,70
0.019067380 ,2.834957000 ,190,40,0,0.1,70
0.019067380 ,2.843195000 ,190,40,0,0.1,70
0.019067380 ,2.859670000 ,190,40,0,0.1,70
0.019021810 ,2.873272000 ,190,40,0,0.1,70
0.019021810 ,2.896070000 ,190,40,0,0.1,70
0.019021810 ,2.911779000 ,190,40,0,0.1,70
0.019021810 ,2.925764000 ,190,40,0,0.1,70
0.019424420 ,2.940133000 ,190,40,0,0.1,70
0.019424420 ,2.961398000 ,190,40,0,0.1,70
0.019424420 ,2.980172000 ,190,40,0,0.1,70
0.020882960 ,2.993008000 ,190,40,0,0.1,70
0.020882960 ,3.003353000 ,190,40,0,0.1,70
0.020882960 ,3.022511000 ,190,40,0,0.1,70
0.020882960 ,3.040136000 ,190,40,0,0.1,70
0.020882960 ,3.066574000 ,190,40,0,0.1,70
0.023215110 ,3.085540000 ,190,40,0,0.1,70
0.023215110 ,3.103356000 ,190,40,0,0.1,70
0.023215110 ,3.116000000 ,190,40,0,0.1,70
0.023215110 ,3.136499000 ,190,40,0,0.1,70
0.023215110 ,3.159297000 ,190,40,0,0.1,70
0.025334550 ,3.177113000 ,190,40,0,0.1,70
0.025334550 ,3.186118000 ,190,40,0,0.1,70
0.027719880 ,3.201635000 ,190,40,0,0.1,70
0.027719880 ,3.215620000 ,190,40,0,0.1,70
0.027719880 ,3.241867000 ,190,40,0,0.1,70
0.027719880 ,3.267346000 ,190,40,0,0.1,70
0.027719880 ,3.276733000 ,190,40,0,0.1,70
0.027719880 ,3.293592000 ,190,40,0,0.1,70
0.027719880 ,3.308727000 ,190,40,0,0.1,70
0.030674940 ,3.323095000 ,190,40,0,0.1,70
0.030674940 ,3.342636000 ,190,40,0,0.1,70
0.030674940 ,3.361985000 ,190,40,0,0.1,70
0.030674940 ,3.391871000 ,190,40,0,0.1,70
0.033531250 ,3.401642000 ,190,40,0,0.1,70
0.033531250 ,3.418117000 ,190,40,0,0.1,70
0.034731510 ,3.431144000 ,190,40,0,0.1,70
0.034731510 ,3.453942000 ,190,40,0,0.1,70
0.034731510 ,3.470801000 ,190,40,0,0.1,70
0.034731510 ,3.492258000 ,190,40,0,0.1,70
0.034731510 ,3.506051000 ,190,40,0,0.1,70
0.034731510 ,3.516779000 ,190,40,0,0.1,70
0.035225280 ,3.538044000 ,190,40,0,0.1,70
0.035225280 ,3.567930000 ,190,40,0,0.1,70
0.035225280 ,3.583065000 ,190,40,0,0.1,70
0.035225280 ,3.593410000 ,190,40,0,0.1,70
0.035225280 ,3.609120000 ,190,40,0,0.1,70
0.037610610 ,3.631151000 ,190,40,0,0.1,70
0.037610610 ,3.656822000 ,190,40,0,0.1,70
0.040603650 ,3.668892000 ,190,40,0,0.1,70
0.040603650 ,3.679045000 ,190,40,0,0.1,70
0.040603650 ,3.688816000 ,190,40,0,0.1,70
0.040603650 ,3.709889000 ,190,40,0,0.1,70
0.040603650 ,3.735560000 ,190,40,0,0.1,70
0.040603650 ,3.752419000 ,190,40,0,0.1,70
0.040603650 ,3.767745000 ,190,40,0,0.1,70
0.042654730 ,3.795141000 ,190,40,0,0.1,70
0.042654730 ,3.814107000 ,190,40,0,0.1,70
0.042654730 ,3.817939000 ,190,40,0,0.1,70
0.042654730 ,3.845334000 ,190,40,0,0.1,70
0.045078030 ,3.873688000 ,190,40,0,0.1,70
0.045078030 ,3.885182000 ,190,40,0,0.1,70
0.048397730 ,3.910853000 ,190,40,0,0.1,70
0.048397730 ,3.930969000 ,190,40,0,0.1,70
0.048397730 ,3.941697000 ,190,40,0,0.1,70
0.048397730 ,3.967943000 ,190,40,0,0.1,70
0.048397730 ,3.982886000 ,190,40,0,0.1,70
0.048397730 ,4.002810000 ,190,40,0,0.1,70
0.051185670 ,4.027141000 ,190,40,0,0.1,70
0.051185670 ,4.042467000 ,190,40,0,0.1,70
0.051185670 ,4.051662000 ,190,40,0,0.1,70
0.051185670 ,4.070245000 ,190,40,0,0.1,70
0.051185670 ,4.085188000 ,190,40,0,0.1,70
0.053457050 ,4.105304000 ,190,40,0,0.1,70
0.053457050 ,4.118140000 ,190,40,0,0.1,70
0.056374130 ,4.137872000 ,190,40,0,0.1,70
0.056374130 ,4.159521000 ,190,40,0,0.1,70
0.056374130 ,4.175613000 ,190,40,0,0.1,70
0.056374130 ,4.194196000 ,190,40,0,0.1,70
0.056374130 ,4.210671000 ,190,40,0,0.1,70
0.056374130 ,4.223316000 ,190,40,0,0.1,70
0.059344390 ,4.245538000 ,190,40,0,0.1,70
0.059344390 ,4.271976000 ,190,40,0,0.1,70
0.059344390 ,4.290368000 ,190,40,0,0.1,70
0.059344390 ,4.307418000 ,190,40,0,0.1,70
0.059344390 ,4.326001000 ,190,40,0,0.1,70
0.061934810 ,4.344584000 ,190,40,0,0.1,70
0.061934810 ,4.360676000 ,190,40,0,0.1,70
0.063894730 ,4.382708000 ,190,40,0,0.1,70
0.063894730 ,4.396310000 ,190,40,0,0.1,70
0.063894730 ,4.411444000 ,190,40,0,0.1,70
0.063894730 ,4.428111000 ,190,40,0,0.1,70
0.063894730 ,4.442097000 ,190,40,0,0.1,70
0.063894730 ,4.463936000 ,190,40,0,0.1,70
0.065414040 ,4.484627000 ,190,40,0,0.1,70
0.065414040 ,4.500911000 ,190,40,0,0.1,70
0.065414040 ,4.526199000 ,190,40,0,0.1,70
0.065414040 ,4.547081000 ,190,40,0,0.1,70
0.065414040 ,4.568729000 ,190,40,0,0.1,70
0.067389150 ,4.584822000 ,190,40,0,0.1,70
0.067389150 ,4.601105000 ,190,40,0,0.1,70
0.070716450 ,4.619497000 ,190,40,0,0.1,70
0.070716450 ,4.628884000 ,190,40,0,0.1,70
0.070716450 ,4.653214000 ,190,40,0,0.1,70
0.070716450 ,4.672564000 ,190,40,0,0.1,70
0.070716450 ,4.687507000 ,190,40,0,0.1,70
0.070716450 ,4.713753000 ,190,40,0,0.1,70
0.074719840 ,4.734634000 ,190,40,0,0.1,70
0.074719840 ,4.745746000 ,190,40,0,0.1,70
0.074719840 ,4.771225000 ,190,40,0,0.1,70
0.074719840 ,4.783295000 ,190,40,0,0.1,70
0.077720480 ,4.801112000 ,190,40,0,0.1,70
0.077720480 ,4.827549000 ,190,40,0,0.1,70
0.077720480 ,4.844791000 ,190,40,0,0.1,70
0.080029840 ,4.865481000 ,190,40,0,0.1,70
0.080029840 ,4.880999000 ,190,40,0,0.1,70
0.080029840 ,4.900732000 ,190,40,0,0.1,70
0.080029840 ,4.919315000 ,190,40,0,0.1,70
0.080029840 ,4.929660000 ,190,40,0,0.1,70
0.080029840 ,4.951117000 ,190,40,0,0.1,70
0.082764600 ,4.976405000 ,190,40,0,0.1,70
0.082764600 ,4.998628000 ,190,40,0,0.1,70
0.082764600 ,5.016636000 ,190,40,0,0.1,70
0.082764600 ,5.033687000 ,190,40,0,0.1,70
0.085810830 ,5.047671000 ,190,40,0,0.1,70
0.085810830 ,5.069320000 ,190,40,0,0.1,70
0.085810830 ,5.088669000 ,190,40,0,0.1,70
0.089107740 ,5.102271000 ,190,40,0,0.1,70
0.089107740 ,5.125260000 ,190,40,0,0.1,70
0.089107740 ,5.149973000 ,190,40,0,0.1,70
0.089107740 ,5.158595000 ,190,40,0,0.1,70
0.089107740 ,5.176220000 ,190,40,0,0.1,70
0.089107740 ,5.200358000 ,190,40,0,0.1,70
0.092093180 ,5.213768000 ,190,40,0,0.1,70
0.092093180 ,5.234459000 ,190,40,0,0.1,70
0.092093180 ,5.260513000 ,190,40,0,0.1,70
0.092093180 ,5.278139000 ,190,40,0,0.1,70
0.092093180 ,5.293081000 ,190,40,0,0.1,70
0.094706410 ,5.311856000 ,190,40,0,0.1,70
0.094706410 ,5.331588000 ,190,40,0,0.1,70
0.097517140 ,5.353045000 ,190,40,0,0.1,70
0.097517140 ,5.369904000 ,190,40,0,0.1,70
0.097517140 ,5.392319000 ,190,40,0,0.1,70
0.097517140 ,5.405346000 ,190,40,0,0.1,70
0.097517140 ,5.421438000 ,190,40,0,0.1,70
0.097517140 ,5.442129000 ,190,40,0,0.1,70
0.100441800 ,5.464926000 ,190,40,0,0.1,70
0.100441800 ,5.483892000 ,190,40,0,0.1,70
0.100441800 ,5.490789000 ,190,40,0,0.1,70
0.100441800 ,5.511479000 ,190,40,0,0.1,70
0.104399600 ,5.526614000 ,190,40,0,0.1,70
0.104399600 ,5.556883000 ,190,40,0,0.1,70
0.104399600 ,5.579298000 ,190,40,0,0.1,70
0.108836000 ,5.587535000 ,190,40,0,0.1,70
0.108836000 ,5.599988000 ,190,40,0,0.1,70
0.108836000 ,5.620295000 ,190,40,0,0.1,70
0.108836000 ,5.643667000 ,190,40,0,0.1,70
0.108836000 ,5.664932000 ,190,40,0,0.1,70
0.108836000 ,5.678918000 ,190,40,0,0.1,70
0.112064600 ,5.696352000 ,190,40,0,0.1,70
0.112064600 ,5.722980000 ,190,40,0,0.1,70
0.112064600 ,5.733900000 ,190,40,0,0.1,70
0.112064600 ,5.753825000 ,190,40,0,0.1,70
0.114936100 ,5.780453000 ,190,40,0,0.1,70
0.114936100 ,5.800569000 ,190,40,0,0.1,70
0.114936100 ,5.802868000 ,190,40,0,0.1,70
0.117860700 ,5.820302000 ,190,40,0,0.1,70
0.117860700 ,5.845781000 ,190,40,0,0.1,70
0.117860700 ,5.868004000 ,190,40,0,0.1,70
0.117860700 ,5.889461000 ,190,40,0,0.1,70
0.117860700 ,5.909193000 ,190,40,0,0.1,70
0.117860700 ,5.923562000 ,190,40,0,0.1,70
0.120048600 ,5.946551000 ,190,40,0,0.1,70
0.120048600 ,5.960728000 ,190,40,0,0.1,70
0.120048600 ,5.974138000 ,190,40,0,0.1,70
0.120048600 ,5.993104000 ,190,40,0,0.1,70
0.121993300 ,6.021074000 ,190,40,0,0.1,70
0.121993300 ,6.029504000 ,190,40,0,0.1,70
0.121993300 ,6.042339000 ,190,40,0,0.1,70
0.124576100 ,6.067819000 ,190,40,0,0.1,70
0.124576100 ,6.084678000 ,190,40,0,0.1,70
0.124576100 ,6.099046000 ,190,40,0,0.1,70
0.124576100 ,6.122610000 ,190,40,0,0.1,70
0.124576100 ,6.144450000 ,190,40,0,0.1,70
0.124576100 ,6.159585000 ,190,40,0,0.1,70
0.127432400 ,6.176635000 ,190,40,0,0.1,70
0.127432400 ,6.195026000 ,190,40,0,0.1,70
0.127432400 ,6.215716000 ,190,40,0,0.1,70
0.127432400 ,6.232192000 ,190,40,0,0.1,70
0.130797700 ,6.246752000 ,190,40,0,0.1,70
0.130797700 ,6.269741000 ,190,40,0,0.1,70
0.130797700 ,6.292156000 ,190,40,0,0.1,70
0.134284500 ,6.314379000 ,190,40,0,0.1,70
0.134284500 ,6.331429000 ,190,40,0,0.1,70
0.134284500 ,6.349437000 ,190,40,0,0.1,70
0.134284500 ,6.369936000 ,190,40,0,0.1,70
0.134284500 ,6.386603000 ,190,40,0,0.1,70
0.134284500 ,6.397715000 ,190,40,0,0.1,70
0.137133200 ,6.413807000 ,190,40,0,0.1,70
0.137133200 ,6.436605000 ,190,40,0,0.1,70
0.137133200 ,6.462084000 ,190,40,0,0.1,70
0.137133200 ,6.474729000 ,190,40,0,0.1,70
0.139427400 ,6.489672000 ,190,40,0,0.1,70
0.139427400 ,6.513427000 ,190,40,0,0.1,70
0.139427400 ,6.543888000 ,190,40,0,0.1,70
0.141805100 ,6.557873000 ,190,40,0,0.1,70
0.141805100 ,6.567452000 ,190,40,0,0.1,70
0.141805100 ,6.590441000 ,190,40,0,0.1,70
0.141805100 ,6.608833000 ,190,40,0,0.1,70
0.141805100 ,6.620327000 ,190,40,0,0.1,70
0.141805100 ,6.643508000 ,190,40,0,0.1,70
0.144175300 ,6.665348000 ,190,40,0,0.1,70
0.144175300 ,6.683547000 ,190,40,0,0.1,70
0.144175300 ,6.708644000 ,190,40,0,0.1,70
0.144175300 ,6.725311000 ,190,40,0,0.1,70
0.148102700 ,6.742362000 ,190,40,0,0.1,70
0.148102700 ,6.760945000 ,190,40,0,0.1,70
0.148102700 ,6.780677000 ,190,40,0,0.1,70
0.153481100 ,6.807115000 ,190,40,0,0.1,70
0.153481100 ,6.818801000 ,190,40,0,0.1,70
0.153481100 ,6.836043000 ,190,40,0,0.1,70
0.153481100 ,6.847346000 ,190,40,0,0.1,70
0.153481100 ,6.877040000 ,190,40,0,0.1,70
0.153481100 ,6.894857000 ,190,40,0,0.1,70
0.157894700 ,6.904627000 ,190,40,0,0.1,70
0.157894700 ,6.928766000 ,190,40,0,0.1,70
0.157894700 ,6.955970000 ,190,40,0,0.1,70
0.157894700 ,6.969189000 ,190,40,0,0.1,70
0.160864900 ,6.985090000 ,190,40,0,0.1,70
0.160864900 ,7.009420000 ,190,40,0,0.1,70
0.160864900 ,7.021681000 ,190,40,0,0.1,70
0.162726100 ,7.036624000 ,190,40,0,0.1,70
0.162726100 ,7.064211000 ,190,40,0,0.1,70
0.162726100 ,7.083943000 ,190,40,0,0.1,70
0.162726100 ,7.096205000 ,190,40,0,0.1,70
0.162726100 ,7.112680000 ,190,40,0,0.1,70
0.162726100 ,7.134712000 ,190,40,0,0.1,70
0.164344100 ,7.157126000 ,190,40,0,0.1,70
0.164344100 ,7.172452000 ,190,40,0,0.1,70
0.164344100 ,7.189503000 ,190,40,0,0.1,70
0.164344100 ,7.213450000 ,190,40,0,0.1,70
0.166767400 ,7.230884000 ,190,40,0,0.1,70
0.166767400 ,7.241803000 ,190,40,0,0.1,70
0.166767400 ,7.260386000 ,190,40,0,0.1,70
0.169851700 ,7.280885000 ,190,40,0,0.1,70
0.169851700 ,7.306556000 ,190,40,0,0.1,70
0.169851700 ,7.323798000 ,190,40,0,0.1,70
0.169851700 ,7.337017000 ,190,40,0,0.1,70
0.169851700 ,7.351002000 ,190,40,0,0.1,70
0.169851700 ,7.368435000 ,190,40,0,0.1,70
0.172677600 ,7.397364000 ,190,40,0,0.1,70
0.172677600 ,7.427824000 ,190,40,0,0.1,70
0.172677600 ,7.453496000 ,190,40,0,0.1,70
0.172677600 ,7.472270000 ,190,40,0,0.1,70
0.175222400 ,7.491237000 ,190,40,0,0.1,70
0.175222400 ,7.497750000 ,190,40,0,0.1,70
0.175222400 ,7.509628000 ,190,40,0,0.1,70
0.177455800 ,7.534533000 ,190,40,0,0.1,70
0.177455800 ,7.566335000 ,190,40,0,0.1,70
0.177455800 ,7.582810000 ,190,40,0,0.1,70
0.177455800 ,7.595646000 ,190,40,0,0.1,70
0.177455800 ,7.628022000 ,190,40,0,0.1,70
